"IndexName","Date","Total Returns Index"
"NIFTY SMALLCAP 250","16 Jul 2024","22392.36"
"NIFTY SMALLCAP 250","15 Jul 2024","22348.41"
"NIFTY SMALLCAP 250","12 Jul 2024","22267.11"
"NIFTY SMALLCAP 250","11 Jul 2024","22282.09"
"NIFTY SMALLCAP 250","10 Jul 2024","22147.62"
"NIFTY SMALLCAP 250","09 Jul 2024","22298.84"
"NIFTY SMALLCAP 250","08 Jul 2024","22245.93"
"NIFTY SMALLCAP 250","05 Jul 2024","22303.63"
"NIFTY SMALLCAP 250","04 Jul 2024","22151.59"
"NIFTY SMALLCAP 250","03 Jul 2024","22029.01"
"NIFTY SMALLCAP 250","02 Jul 2024","21832.82"
"NIFTY SMALLCAP 250","01 Jul 2024","21868.42"
"NIFTY SMALLCAP 250","28 Jun 2024","21545.32"
"NIFTY SMALLCAP 250","27 Jun 2024","21400.88"
"NIFTY SMALLCAP 250","26 Jun 2024","21521.88"
"NIFTY SMALLCAP 250","25 Jun 2024","21476.20"
"NIFTY SMALLCAP 250","24 Jun 2024","21461.06"
"NIFTY SMALLCAP 250","21 Jun 2024","21459.10"
"NIFTY SMALLCAP 250","20 Jun 2024","21466.27"
"NIFTY SMALLCAP 250","19 Jun 2024","21326.30"
"NIFTY SMALLCAP 250","18 Jun 2024","21407.80"
"NIFTY SMALLCAP 250","14 Jun 2024","21203.05"
"NIFTY SMALLCAP 250","13 Jun 2024","21021.50"
"NIFTY SMALLCAP 250","12 Jun 2024","20851.50"
"NIFTY SMALLCAP 250","11 Jun 2024","20657.62"
"NIFTY SMALLCAP 250","10 Jun 2024","20529.75"
"NIFTY SMALLCAP 250","07 Jun 2024","20262.30"
"NIFTY SMALLCAP 250","06 Jun 2024","19815.64"
"NIFTY SMALLCAP 250","05 Jun 2024","19191.54"
"NIFTY SMALLCAP 250","04 Jun 2024","18575.64"
"NIFTY SMALLCAP 250","03 Jun 2024","20070.23"
"NIFTY SMALLCAP 250","31 May 2024","19664.65"
"NIFTY SMALLCAP 250","30 May 2024","19569.19"
"NIFTY SMALLCAP 250","29 May 2024","19864.00"
"NIFTY SMALLCAP 250","28 May 2024","19847.46"
"NIFTY SMALLCAP 250","27 May 2024","20051.38"
"NIFTY SMALLCAP 250","24 May 2024","19963.43"
"NIFTY SMALLCAP 250","23 May 2024","19988.85"
"NIFTY SMALLCAP 250","22 May 2024","19940.03"
"NIFTY SMALLCAP 250","21 May 2024","19964.74"
"NIFTY SMALLCAP 250","18 May 2024","20049.95"
"NIFTY SMALLCAP 250","17 May 2024","19870.58"
"NIFTY SMALLCAP 250","16 May 2024","19559.47"
"NIFTY SMALLCAP 250","15 May 2024","19415.36"
"NIFTY SMALLCAP 250","14 May 2024","19268.92"
"NIFTY SMALLCAP 250","13 May 2024","18935.89"
"NIFTY SMALLCAP 250","10 May 2024","19004.04"
"NIFTY SMALLCAP 250","09 May 2024","18879.71"
"NIFTY SMALLCAP 250","08 May 2024","19393.71"
"NIFTY SMALLCAP 250","07 May 2024","19298.54"
"NIFTY SMALLCAP 250","06 May 2024","19648.19"
"NIFTY SMALLCAP 250","03 May 2024","19869.77"
"NIFTY SMALLCAP 250","02 May 2024","19937.79"
"NIFTY SMALLCAP 250","30 Apr 2024","19918.39"
"NIFTY SMALLCAP 250","29 Apr 2024","19907.29"
"NIFTY SMALLCAP 250","26 Apr 2024","19894.61"
"NIFTY SMALLCAP 250","25 Apr 2024","19799.85"
"NIFTY SMALLCAP 250","24 Apr 2024","19636.34"
"NIFTY SMALLCAP 250","23 Apr 2024","19481.35"
"NIFTY SMALLCAP 250","22 Apr 2024","19295.21"
"NIFTY SMALLCAP 250","19 Apr 2024","19073.82"
"NIFTY SMALLCAP 250","18 Apr 2024","19097.01"
"NIFTY SMALLCAP 250","16 Apr 2024","19100.86"
"NIFTY SMALLCAP 250","15 Apr 2024","18978.80"
"NIFTY SMALLCAP 250","12 Apr 2024","19275.06"
"NIFTY SMALLCAP 250","10 Apr 2024","19353.49"
"NIFTY SMALLCAP 250","09 Apr 2024","19238.91"
"NIFTY SMALLCAP 250","08 Apr 2024","19230.24"
"NIFTY SMALLCAP 250","05 Apr 2024","19182.05"
"NIFTY SMALLCAP 250","04 Apr 2024","19070.15"
"NIFTY SMALLCAP 250","03 Apr 2024","18952.00"
"NIFTY SMALLCAP 250","02 Apr 2024","18754.41"
"NIFTY SMALLCAP 250","01 Apr 2024","18570.61"
"NIFTY SMALLCAP 250","28 Mar 2024","18027.57"
"NIFTY SMALLCAP 250","27 Mar 2024","17967.65"
"NIFTY SMALLCAP 250","26 Mar 2024","17822.06"
"NIFTY SMALLCAP 250","22 Mar 2024","17813.92"
"NIFTY SMALLCAP 250","21 Mar 2024","17670.42"
"NIFTY SMALLCAP 250","20 Mar 2024","17275.70"
"NIFTY SMALLCAP 250","19 Mar 2024","17256.64"
"NIFTY SMALLCAP 250","18 Mar 2024","17462.50"
"NIFTY SMALLCAP 250","15 Mar 2024","17512.97"
"NIFTY SMALLCAP 250","14 Mar 2024","17475.66"
"NIFTY SMALLCAP 250","13 Mar 2024","16947.96"
"NIFTY SMALLCAP 250","12 Mar 2024","17873.11"
"NIFTY SMALLCAP 250","11 Mar 2024","18248.59"
"NIFTY SMALLCAP 250","07 Mar 2024","18620.98"
"NIFTY SMALLCAP 250","06 Mar 2024","18470.74"
"NIFTY SMALLCAP 250","05 Mar 2024","18842.06"
"NIFTY SMALLCAP 250","04 Mar 2024","18964.71"
"NIFTY SMALLCAP 250","02 Mar 2024","19079.26"
"NIFTY SMALLCAP 250","01 Mar 2024","18944.92"
"NIFTY SMALLCAP 250","29 Feb 2024","18823.79"
"NIFTY SMALLCAP 250","28 Feb 2024","18735.97"
"NIFTY SMALLCAP 250","27 Feb 2024","19096.61"
"NIFTY SMALLCAP 250","26 Feb 2024","19048.11"
"NIFTY SMALLCAP 250","23 Feb 2024","19080.69"
"NIFTY SMALLCAP 250","22 Feb 2024","18969.98"
"NIFTY SMALLCAP 250","21 Feb 2024","18854.99"
"NIFTY SMALLCAP 250","20 Feb 2024","19002.59"
"NIFTY SMALLCAP 250","19 Feb 2024","19078.38"
"NIFTY SMALLCAP 250","16 Feb 2024","18987.72"
"NIFTY SMALLCAP 250","15 Feb 2024","18861.10"
"NIFTY SMALLCAP 250","14 Feb 2024","18643.65"
"NIFTY SMALLCAP 250","13 Feb 2024","18406.88"
"NIFTY SMALLCAP 250","12 Feb 2024","18341.41"
"NIFTY SMALLCAP 250","09 Feb 2024","19017.20"
"NIFTY SMALLCAP 250","08 Feb 2024","19260.33"
"NIFTY SMALLCAP 250","07 Feb 2024","19343.94"
"NIFTY SMALLCAP 250","06 Feb 2024","19242.83"
"NIFTY SMALLCAP 250","05 Feb 2024","19064.01"
"NIFTY SMALLCAP 250","02 Feb 2024","19072.06"
"NIFTY SMALLCAP 250","01 Feb 2024","18955.35"
"NIFTY SMALLCAP 250","31 Jan 2024","18929.24"
"NIFTY SMALLCAP 250","30 Jan 2024","18535.27"
"NIFTY SMALLCAP 250","29 Jan 2024","18510.50"
"NIFTY SMALLCAP 250","25 Jan 2024","18274.36"
"NIFTY SMALLCAP 250","24 Jan 2024","18177.24"
"NIFTY SMALLCAP 250","23 Jan 2024","17863.18"
"NIFTY SMALLCAP 250","20 Jan 2024","18360.96"
"NIFTY SMALLCAP 250","19 Jan 2024","18278.45"
"NIFTY SMALLCAP 250","18 Jan 2024","18085.45"
"NIFTY SMALLCAP 250","17 Jan 2024","18087.55"
"NIFTY SMALLCAP 250","16 Jan 2024","18279.10"
"NIFTY SMALLCAP 250","15 Jan 2024","18329.30"
"NIFTY SMALLCAP 250","12 Jan 2024","18283.72"
"NIFTY SMALLCAP 250","11 Jan 2024","18215.63"
"NIFTY SMALLCAP 250","10 Jan 2024","18066.52"
"NIFTY SMALLCAP 250","09 Jan 2024","18030.16"
"NIFTY SMALLCAP 250","08 Jan 2024","17963.90"
"NIFTY SMALLCAP 250","05 Jan 2024","18069.74"
"NIFTY SMALLCAP 250","04 Jan 2024","17948.96"
"NIFTY SMALLCAP 250","03 Jan 2024","17766.45"
"NIFTY SMALLCAP 250","02 Jan 2024","17745.36"
"NIFTY SMALLCAP 250","01 Jan 2024","17752.20"
"NIFTY SMALLCAP 250","29 Dec 2023","17641.14"
"NIFTY SMALLCAP 250","28 Dec 2023","17534.45"
"NIFTY SMALLCAP 250","27 Dec 2023","17431.25"
"NIFTY SMALLCAP 250","26 Dec 2023","17379.28"
"NIFTY SMALLCAP 250","22 Dec 2023","17327.72"
"NIFTY SMALLCAP 250","21 Dec 2023","17152.50"
"NIFTY SMALLCAP 250","20 Dec 2023","16867.00"
"NIFTY SMALLCAP 250","19 Dec 2023","17449.55"
"NIFTY SMALLCAP 250","18 Dec 2023","17435.56"
"NIFTY SMALLCAP 250","15 Dec 2023","17363.41"
"NIFTY SMALLCAP 250","14 Dec 2023","17240.69"
"NIFTY SMALLCAP 250","13 Dec 2023","17107.46"
"NIFTY SMALLCAP 250","12 Dec 2023","16997.98"
"NIFTY SMALLCAP 250","11 Dec 2023","17019.05"
"NIFTY SMALLCAP 250","08 Dec 2023","16924.15"
"NIFTY SMALLCAP 250","07 Dec 2023","17069.09"
"NIFTY SMALLCAP 250","06 Dec 2023","17017.89"
"NIFTY SMALLCAP 250","05 Dec 2023","16972.19"
"NIFTY SMALLCAP 250","04 Dec 2023","16947.04"
"NIFTY SMALLCAP 250","01 Dec 2023","16742.96"
"NIFTY SMALLCAP 250","30 Nov 2023","16649.27"
"NIFTY SMALLCAP 250","29 Nov 2023","16473.48"
"NIFTY SMALLCAP 250","28 Nov 2023","16350.12"
"NIFTY SMALLCAP 250","24 Nov 2023","16313.73"
"NIFTY SMALLCAP 250","23 Nov 2023","16284.69"
"NIFTY SMALLCAP 250","22 Nov 2023","16201.00"
"NIFTY SMALLCAP 250","21 Nov 2023","16337.97"
"NIFTY SMALLCAP 250","20 Nov 2023","16305.16"
"NIFTY SMALLCAP 250","17 Nov 2023","16298.52"
"NIFTY SMALLCAP 250","16 Nov 2023","16243.52"
"NIFTY SMALLCAP 250","15 Nov 2023","16173.38"
"NIFTY SMALLCAP 250","13 Nov 2023","15995.09"
"NIFTY SMALLCAP 250","12 Nov 2023","15955.89"
"NIFTY SMALLCAP 250","10 Nov 2023","15756.89"
"NIFTY SMALLCAP 250","09 Nov 2023","15689.56"
"NIFTY SMALLCAP 250","08 Nov 2023","15734.02"
"NIFTY SMALLCAP 250","07 Nov 2023","15638.69"
"NIFTY SMALLCAP 250","06 Nov 2023","15547.68"
"NIFTY SMALLCAP 250","03 Nov 2023","15383.34"
"NIFTY SMALLCAP 250","02 Nov 2023","15228.45"
"NIFTY SMALLCAP 250","01 Nov 2023","15065.50"
"NIFTY SMALLCAP 250","31 Oct 2023","15093.39"
"NIFTY SMALLCAP 250","30 Oct 2023","15106.05"
"NIFTY SMALLCAP 250","27 Oct 2023","15094.61"
"NIFTY SMALLCAP 250","26 Oct 2023","14808.77"
"NIFTY SMALLCAP 250","25 Oct 2023","14879.70"
"NIFTY SMALLCAP 250","23 Oct 2023","14976.01"
"NIFTY SMALLCAP 250","20 Oct 2023","15565.84"
"NIFTY SMALLCAP 250","19 Oct 2023","15690.97"
"NIFTY SMALLCAP 250","18 Oct 2023","15668.06"
"NIFTY SMALLCAP 250","17 Oct 2023","15728.40"
"NIFTY SMALLCAP 250","16 Oct 2023","15623.40"
"NIFTY SMALLCAP 250","13 Oct 2023","15574.08"
"NIFTY SMALLCAP 250","12 Oct 2023","15596.35"
"NIFTY SMALLCAP 250","11 Oct 2023","15485.41"
"NIFTY SMALLCAP 250","10 Oct 2023","15379.25"
"NIFTY SMALLCAP 250","09 Oct 2023","15208.76"
"NIFTY SMALLCAP 250","06 Oct 2023","15460.21"
"NIFTY SMALLCAP 250","05 Oct 2023","15362.03"
"NIFTY SMALLCAP 250","04 Oct 2023","15274.35"
"NIFTY SMALLCAP 250","03 Oct 2023","15449.15"
"NIFTY SMALLCAP 250","29 Sep 2023","15351.80"
"NIFTY SMALLCAP 250","28 Sep 2023","15251.22"
"NIFTY SMALLCAP 250","27 Sep 2023","15299.19"
"NIFTY SMALLCAP 250","26 Sep 2023","15189.11"
"NIFTY SMALLCAP 250","25 Sep 2023","15124.08"
"NIFTY SMALLCAP 250","22 Sep 2023","15110.90"
"NIFTY SMALLCAP 250","21 Sep 2023","15107.17"
"NIFTY SMALLCAP 250","20 Sep 2023","15275.83"
"NIFTY SMALLCAP 250","18 Sep 2023","15362.25"
"NIFTY SMALLCAP 250","15 Sep 2023","15436.47"
"NIFTY SMALLCAP 250","14 Sep 2023","15392.76"
"NIFTY SMALLCAP 250","13 Sep 2023","15206.04"
"NIFTY SMALLCAP 250","12 Sep 2023","15057.64"
"NIFTY SMALLCAP 250","11 Sep 2023","15665.54"
"NIFTY SMALLCAP 250","08 Sep 2023","15513.95"
"NIFTY SMALLCAP 250","07 Sep 2023","15419.25"
"NIFTY SMALLCAP 250","06 Sep 2023","15333.09"
"NIFTY SMALLCAP 250","05 Sep 2023","15324.18"
"NIFTY SMALLCAP 250","04 Sep 2023","15228.35"
"NIFTY SMALLCAP 250","01 Sep 2023","15074.43"
"NIFTY SMALLCAP 250","31 Aug 2023","14964.03"
"NIFTY SMALLCAP 250","30 Aug 2023","14809.36"
"NIFTY SMALLCAP 250","29 Aug 2023","14680.22"
"NIFTY SMALLCAP 250","28 Aug 2023","14581.66"
"NIFTY SMALLCAP 250","25 Aug 2023","14483.33"
"NIFTY SMALLCAP 250","24 Aug 2023","14513.98"
"NIFTY SMALLCAP 250","23 Aug 2023","14532.26"
"NIFTY SMALLCAP 250","22 Aug 2023","14429.06"
"NIFTY SMALLCAP 250","21 Aug 2023","14331.64"
"NIFTY SMALLCAP 250","18 Aug 2023","14211.95"
"NIFTY SMALLCAP 250","17 Aug 2023","14251.63"
"NIFTY SMALLCAP 250","16 Aug 2023","14224.93"
"NIFTY SMALLCAP 250","14 Aug 2023","14165.59"
"NIFTY SMALLCAP 250","11 Aug 2023","14253.66"
"NIFTY SMALLCAP 250","10 Aug 2023","14290.20"
"NIFTY SMALLCAP 250","09 Aug 2023","14325.78"
"NIFTY SMALLCAP 250","08 Aug 2023","14245.13"
"NIFTY SMALLCAP 250","07 Aug 2023","14221.48"
"NIFTY SMALLCAP 250","04 Aug 2023","14176.88"
"NIFTY SMALLCAP 250","03 Aug 2023","14087.50"
"NIFTY SMALLCAP 250","02 Aug 2023","14067.17"
"NIFTY SMALLCAP 250","01 Aug 2023","14249.01"
"NIFTY SMALLCAP 250","31 Jul 2023","14219.45"
"NIFTY SMALLCAP 250","28 Jul 2023","14073.98"
"NIFTY SMALLCAP 250","27 Jul 2023","14012.67"
"NIFTY SMALLCAP 250","26 Jul 2023","13993.43"
"NIFTY SMALLCAP 250","25 Jul 2023","13947.13"
"NIFTY SMALLCAP 250","24 Jul 2023","13940.07"
"NIFTY SMALLCAP 250","21 Jul 2023","13905.94"
"NIFTY SMALLCAP 250","20 Jul 2023","13862.52"
"NIFTY SMALLCAP 250","19 Jul 2023","13825.02"
"NIFTY SMALLCAP 250","18 Jul 2023","13724.15"
"NIFTY SMALLCAP 250","17 Jul 2023","13823.43"
"NIFTY SMALLCAP 250","14 Jul 2023","13715.34"
"NIFTY SMALLCAP 250","13 Jul 2023","13536.45"
"NIFTY SMALLCAP 250","12 Jul 2023","13632.94"
"NIFTY SMALLCAP 250","11 Jul 2023","13565.98"
"NIFTY SMALLCAP 250","10 Jul 2023","13438.88"
"NIFTY SMALLCAP 250","07 Jul 2023","13482.68"
"NIFTY SMALLCAP 250","06 Jul 2023","13521.61"
"NIFTY SMALLCAP 250","05 Jul 2023","13407.62"
"NIFTY SMALLCAP 250","04 Jul 2023","13324.41"
"NIFTY SMALLCAP 250","03 Jul 2023","13306.16"
"NIFTY SMALLCAP 250","30 Jun 2023","13188.32"
"NIFTY SMALLCAP 250","28 Jun 2023","13124.15"
"NIFTY SMALLCAP 250","27 Jun 2023","13099.76"
"NIFTY SMALLCAP 250","26 Jun 2023","13027.19"
"NIFTY SMALLCAP 250","23 Jun 2023","12938.93"
"NIFTY SMALLCAP 250","22 Jun 2023","13075.39"
"NIFTY SMALLCAP 250","21 Jun 2023","13171.96"
"NIFTY SMALLCAP 250","20 Jun 2023","13163.28"
"NIFTY SMALLCAP 250","19 Jun 2023","13109.50"
"NIFTY SMALLCAP 250","16 Jun 2023","13068.86"
"NIFTY SMALLCAP 250","15 Jun 2023","12964.37"
"NIFTY SMALLCAP 250","14 Jun 2023","12924.00"
"NIFTY SMALLCAP 250","13 Jun 2023","12887.10"
"NIFTY SMALLCAP 250","12 Jun 2023","12793.22"
"NIFTY SMALLCAP 250","09 Jun 2023","12709.52"
"NIFTY SMALLCAP 250","08 Jun 2023","12717.63"
"NIFTY SMALLCAP 250","07 Jun 2023","12803.18"
"NIFTY SMALLCAP 250","06 Jun 2023","12661.26"
"NIFTY SMALLCAP 250","05 Jun 2023","12593.20"
"NIFTY SMALLCAP 250","02 Jun 2023","12558.38"
"NIFTY SMALLCAP 250","01 Jun 2023","12497.92"
"NIFTY SMALLCAP 250","31 May 2023","12395.45"
"NIFTY SMALLCAP 250","30 May 2023","12299.83"
"NIFTY SMALLCAP 250","29 May 2023","12293.14"
"NIFTY SMALLCAP 250","26 May 2023","12258.38"
"NIFTY SMALLCAP 250","25 May 2023","12202.13"
"NIFTY SMALLCAP 250","24 May 2023","12164.95"
"NIFTY SMALLCAP 250","23 May 2023","12158.17"
"NIFTY SMALLCAP 250","22 May 2023","12143.28"
"NIFTY SMALLCAP 250","19 May 2023","12094.92"
"NIFTY SMALLCAP 250","18 May 2023","12098.73"
"NIFTY SMALLCAP 250","17 May 2023","12148.41"
"NIFTY SMALLCAP 250","16 May 2023","12096.73"
"NIFTY SMALLCAP 250","15 May 2023","12092.13"
"NIFTY SMALLCAP 250","12 May 2023","12004.66"
"NIFTY SMALLCAP 250","11 May 2023","12049.94"
"NIFTY SMALLCAP 250","10 May 2023","11964.22"
"NIFTY SMALLCAP 250","09 May 2023","11903.79"
"NIFTY SMALLCAP 250","08 May 2023","11954.23"
"NIFTY SMALLCAP 250","05 May 2023","11866.58"
"NIFTY SMALLCAP 250","04 May 2023","11932.39"
"NIFTY SMALLCAP 250","03 May 2023","11830.96"
"NIFTY SMALLCAP 250","02 May 2023","11814.83"
"NIFTY SMALLCAP 250","28 Apr 2023","11739.54"
"NIFTY SMALLCAP 250","27 Apr 2023","11624.23"
"NIFTY SMALLCAP 250","26 Apr 2023","11567.62"
"NIFTY SMALLCAP 250","25 Apr 2023","11504.47"
"NIFTY SMALLCAP 250","24 Apr 2023","11465.80"
"NIFTY SMALLCAP 250","21 Apr 2023","11411.70"
"NIFTY SMALLCAP 250","20 Apr 2023","11433.08"
"NIFTY SMALLCAP 250","19 Apr 2023","11401.95"
"NIFTY SMALLCAP 250","18 Apr 2023","11401.85"
"NIFTY SMALLCAP 250","17 Apr 2023","11393.69"
"NIFTY SMALLCAP 250","13 Apr 2023","11375.83"
"NIFTY SMALLCAP 250","12 Apr 2023","11340.66"
"NIFTY SMALLCAP 250","11 Apr 2023","11297.62"
"NIFTY SMALLCAP 250","10 Apr 2023","11245.93"
"NIFTY SMALLCAP 250","06 Apr 2023","11226.49"
"NIFTY SMALLCAP 250","05 Apr 2023","11143.67"
"NIFTY SMALLCAP 250","03 Apr 2023","11069.19"
"NIFTY SMALLCAP 250","31 Mar 2023","10982.49"
"NIFTY SMALLCAP 250","29 Mar 2023","10815.74"
"NIFTY SMALLCAP 250","28 Mar 2023","10634.51"
"NIFTY SMALLCAP 250","27 Mar 2023","10719.34"
"NIFTY SMALLCAP 250","24 Mar 2023","10882.04"
"NIFTY SMALLCAP 250","23 Mar 2023","11049.68"
"NIFTY SMALLCAP 250","22 Mar 2023","11083.56"
"NIFTY SMALLCAP 250","21 Mar 2023","11022.08"
"NIFTY SMALLCAP 250","20 Mar 2023","10971.18"
"NIFTY SMALLCAP 250","17 Mar 2023","11065.91"
"NIFTY SMALLCAP 250","16 Mar 2023","10993.03"
"NIFTY SMALLCAP 250","15 Mar 2023","11070.43"
"NIFTY SMALLCAP 250","14 Mar 2023","11050.18"
"NIFTY SMALLCAP 250","13 Mar 2023","11149.91"
"NIFTY SMALLCAP 250","10 Mar 2023","11386.82"
"NIFTY SMALLCAP 250","09 Mar 2023","11469.03"
"NIFTY SMALLCAP 250","08 Mar 2023","11507.23"
"NIFTY SMALLCAP 250","06 Mar 2023","11476.38"
"NIFTY SMALLCAP 250","03 Mar 2023","11359.60"
"NIFTY SMALLCAP 250","02 Mar 2023","11280.17"
"NIFTY SMALLCAP 250","01 Mar 2023","11290.11"
"NIFTY SMALLCAP 250","28 Feb 2023","11151.53"
"NIFTY SMALLCAP 250","27 Feb 2023","11112.98"
"NIFTY SMALLCAP 250","24 Feb 2023","11245.20"
"NIFTY SMALLCAP 250","23 Feb 2023","11263.59"
"NIFTY SMALLCAP 250","22 Feb 2023","11242.71"
"NIFTY SMALLCAP 250","21 Feb 2023","11370.49"
"NIFTY SMALLCAP 250","20 Feb 2023","11410.34"
"NIFTY SMALLCAP 250","17 Feb 2023","11446.12"
"NIFTY SMALLCAP 250","16 Feb 2023","11484.69"
"NIFTY SMALLCAP 250","15 Feb 2023","11392.68"
"NIFTY SMALLCAP 250","14 Feb 2023","11346.64"
"NIFTY SMALLCAP 250","13 Feb 2023","11406.13"
"NIFTY SMALLCAP 250","10 Feb 2023","11542.88"
"NIFTY SMALLCAP 250","09 Feb 2023","11485.25"
"NIFTY SMALLCAP 250","08 Feb 2023","11514.08"
"NIFTY SMALLCAP 250","07 Feb 2023","11425.32"
"NIFTY SMALLCAP 250","06 Feb 2023","11466.14"
"NIFTY SMALLCAP 250","03 Feb 2023","11436.68"
"NIFTY SMALLCAP 250","02 Feb 2023","11478.31"
"NIFTY SMALLCAP 250","01 Feb 2023","11428.21"
"NIFTY SMALLCAP 250","31 Jan 2023","11560.07"
"NIFTY SMALLCAP 250","30 Jan 2023","11264.03"
"NIFTY SMALLCAP 250","27 Jan 2023","11286.79"
"NIFTY SMALLCAP 250","25 Jan 2023","11496.66"
"NIFTY SMALLCAP 250","24 Jan 2023","11599.70"
"NIFTY SMALLCAP 250","23 Jan 2023","11645.85"
"NIFTY SMALLCAP 250","20 Jan 2023","11662.19"
"NIFTY SMALLCAP 250","19 Jan 2023","11726.97"
"NIFTY SMALLCAP 250","18 Jan 2023","11760.89"
"NIFTY SMALLCAP 250","17 Jan 2023","11753.25"
"NIFTY SMALLCAP 250","16 Jan 2023","11769.89"
"NIFTY SMALLCAP 250","13 Jan 2023","11776.12"
"NIFTY SMALLCAP 250","12 Jan 2023","11742.60"
"NIFTY SMALLCAP 250","11 Jan 2023","11734.87"
"NIFTY SMALLCAP 250","10 Jan 2023","11728.37"
"NIFTY SMALLCAP 250","09 Jan 2023","11785.94"
"NIFTY SMALLCAP 250","06 Jan 2023","11739.30"
"NIFTY SMALLCAP 250","05 Jan 2023","11830.08"
"NIFTY SMALLCAP 250","04 Jan 2023","11831.81"
"NIFTY SMALLCAP 250","03 Jan 2023","11938.69"
"NIFTY SMALLCAP 250","02 Jan 2023","11921.56"
"NIFTY SMALLCAP 250","30 Dec 2022","11832.26"
"NIFTY SMALLCAP 250","29 Dec 2022","11741.31"
"NIFTY SMALLCAP 250","28 Dec 2022","11727.20"
"NIFTY SMALLCAP 250","27 Dec 2022","11702.20"
"NIFTY SMALLCAP 250","26 Dec 2022","11559.53"
"NIFTY SMALLCAP 250","23 Dec 2022","11184.91"
"NIFTY SMALLCAP 250","22 Dec 2022","11698.23"
"NIFTY SMALLCAP 250","21 Dec 2022","11905.57"
"NIFTY SMALLCAP 250","20 Dec 2022","12156.75"
"NIFTY SMALLCAP 250","19 Dec 2022","12181.94"
"NIFTY SMALLCAP 250","16 Dec 2022","12145.56"
"NIFTY SMALLCAP 250","15 Dec 2022","12242.77"
"NIFTY SMALLCAP 250","14 Dec 2022","12295.44"
"NIFTY SMALLCAP 250","13 Dec 2022","12215.65"
"NIFTY SMALLCAP 250","12 Dec 2022","12146.43"
"NIFTY SMALLCAP 250","09 Dec 2022","12082.27"
"NIFTY SMALLCAP 250","08 Dec 2022","12208.76"
"NIFTY SMALLCAP 250","07 Dec 2022","12141.55"
"NIFTY SMALLCAP 250","06 Dec 2022","12188.69"
"NIFTY SMALLCAP 250","05 Dec 2022","12217.39"
"NIFTY SMALLCAP 250","02 Dec 2022","12177.03"
"NIFTY SMALLCAP 250","01 Dec 2022","12096.78"
"NIFTY SMALLCAP 250","30 Nov 2022","12043.37"
"NIFTY SMALLCAP 250","29 Nov 2022","11982.46"
"NIFTY SMALLCAP 250","28 Nov 2022","12025.34"
"NIFTY SMALLCAP 250","25 Nov 2022","11898.03"
"NIFTY SMALLCAP 250","24 Nov 2022","11806.60"
"NIFTY SMALLCAP 250","23 Nov 2022","11742.11"
"NIFTY SMALLCAP 250","22 Nov 2022","11673.93"
"NIFTY SMALLCAP 250","21 Nov 2022","11682.03"
"NIFTY SMALLCAP 250","18 Nov 2022","11668.61"
"NIFTY SMALLCAP 250","17 Nov 2022","11721.34"
"NIFTY SMALLCAP 250","16 Nov 2022","11734.96"
"NIFTY SMALLCAP 250","15 Nov 2022","11773.72"
"NIFTY SMALLCAP 250","14 Nov 2022","11766.24"
"NIFTY SMALLCAP 250","11 Nov 2022","11712.52"
"NIFTY SMALLCAP 250","10 Nov 2022","11673.09"
"NIFTY SMALLCAP 250","09 Nov 2022","11818.22"
"NIFTY SMALLCAP 250","07 Nov 2022","11864.29"
"NIFTY SMALLCAP 250","04 Nov 2022","11776.09"
"NIFTY SMALLCAP 250","03 Nov 2022","11721.97"
"NIFTY SMALLCAP 250","02 Nov 2022","11706.80"
"NIFTY SMALLCAP 250","01 Nov 2022","11704.78"
"NIFTY SMALLCAP 250","31 Oct 2022","11687.81"
"NIFTY SMALLCAP 250","28 Oct 2022","11642.84"
"NIFTY SMALLCAP 250","27 Oct 2022","11713.63"
"NIFTY SMALLCAP 250","25 Oct 2022","11667.25"
"NIFTY SMALLCAP 250","24 Oct 2022","11687.38"
"NIFTY SMALLCAP 250","21 Oct 2022","11579.01"
"NIFTY SMALLCAP 250","20 Oct 2022","11628.45"
"NIFTY SMALLCAP 250","19 Oct 2022","11614.68"
"NIFTY SMALLCAP 250","18 Oct 2022","11611.26"
"NIFTY SMALLCAP 250","17 Oct 2022","11518.51"
"NIFTY SMALLCAP 250","14 Oct 2022","11489.15"
"NIFTY SMALLCAP 250","13 Oct 2022","11484.60"
"NIFTY SMALLCAP 250","12 Oct 2022","11546.18"
"NIFTY SMALLCAP 250","11 Oct 2022","11495.94"
"NIFTY SMALLCAP 250","10 Oct 2022","11676.22"
"NIFTY SMALLCAP 250","07 Oct 2022","11740.62"
"NIFTY SMALLCAP 250","06 Oct 2022","11702.93"
"NIFTY SMALLCAP 250","04 Oct 2022","11575.90"
"NIFTY SMALLCAP 250","03 Oct 2022","11424.64"
"NIFTY SMALLCAP 250","30 Sep 2022","11467.99"
"NIFTY SMALLCAP 250","29 Sep 2022","11295.22"
"NIFTY SMALLCAP 250","28 Sep 2022","11231.49"
"NIFTY SMALLCAP 250","27 Sep 2022","11281.24"
"NIFTY SMALLCAP 250","26 Sep 2022","11221.51"
"NIFTY SMALLCAP 250","23 Sep 2022","11609.76"
"NIFTY SMALLCAP 250","22 Sep 2022","11843.56"
"NIFTY SMALLCAP 250","21 Sep 2022","11774.93"
"NIFTY SMALLCAP 250","20 Sep 2022","11847.73"
"NIFTY SMALLCAP 250","19 Sep 2022","11712.42"
