"IndexName","Date","Total Returns Index"
"NIFTY SMALLCAP 250","16 Sep 2014","4605.27"
"NIFTY SMALLCAP 250","15 Sep 2014","4789.49"
"NIFTY SMALLCAP 250","12 Sep 2014","4776.93"
"NIFTY SMALLCAP 250","11 Sep 2014","4752.74"
"NIFTY SMALLCAP 250","10 Sep 2014","4686.11"
"NIFTY SMALLCAP 250","09 Sep 2014","4664.21"
"NIFTY SMALLCAP 250","08 Sep 2014","4638.94"
"NIFTY SMALLCAP 250","05 Sep 2014","4566.48"
"NIFTY SMALLCAP 250","04 Sep 2014","4539.21"
"NIFTY SMALLCAP 250","03 Sep 2014","4558.26"
"NIFTY SMALLCAP 250","02 Sep 2014","4527.58"
"NIFTY SMALLCAP 250","01 Sep 2014","4478.12"
"NIFTY SMALLCAP 250","28 Aug 2014","4414.13"
"NIFTY SMALLCAP 250","27 Aug 2014","4417.08"
"NIFTY SMALLCAP 250","26 Aug 2014","4383.94"
"NIFTY SMALLCAP 250","25 Aug 2014","4411.23"
"NIFTY SMALLCAP 250","22 Aug 2014","4438.94"
"NIFTY SMALLCAP 250","21 Aug 2014","4436.80"
"NIFTY SMALLCAP 250","20 Aug 2014","4429.54"
"NIFTY SMALLCAP 250","19 Aug 2014","4418.47"
"NIFTY SMALLCAP 250","18 Aug 2014","4359.97"
"NIFTY SMALLCAP 250","14 Aug 2014","4258.17"
"NIFTY SMALLCAP 250","13 Aug 2014","4204.88"
"NIFTY SMALLCAP 250","12 Aug 2014","4302.98"
"NIFTY SMALLCAP 250","11 Aug 2014","4278.91"
"NIFTY SMALLCAP 250","08 Aug 2014","4253.65"
"NIFTY SMALLCAP 250","07 Aug 2014","4353.45"
"NIFTY SMALLCAP 250","06 Aug 2014","4375.20"
"NIFTY SMALLCAP 250","05 Aug 2014","4391.24"
"NIFTY SMALLCAP 250","04 Aug 2014","4341.64"
"NIFTY SMALLCAP 250","01 Aug 2014","4295.40"
"NIFTY SMALLCAP 250","31 Jul 2014","4340.08"
"NIFTY SMALLCAP 250","30 Jul 2014","4330.52"
"NIFTY SMALLCAP 250","28 Jul 2014","4329.35"
"NIFTY SMALLCAP 250","25 Jul 2014","4356.63"
"NIFTY SMALLCAP 250","24 Jul 2014","4435.82"
"NIFTY SMALLCAP 250","23 Jul 2014","4435.24"
"NIFTY SMALLCAP 250","22 Jul 2014","4461.14"
"NIFTY SMALLCAP 250","21 Jul 2014","4465.28"
"NIFTY SMALLCAP 250","18 Jul 2014","4432.59"
"NIFTY SMALLCAP 250","17 Jul 2014","4430.85"
"NIFTY SMALLCAP 250","16 Jul 2014","4364.23"
"NIFTY SMALLCAP 250","15 Jul 2014","4280.45"
"NIFTY SMALLCAP 250","14 Jul 2014","4190.02"
"NIFTY SMALLCAP 250","11 Jul 2014","4210.87"
"NIFTY SMALLCAP 250","10 Jul 2014","4341.61"
"NIFTY SMALLCAP 250","09 Jul 2014","4301.71"
"NIFTY SMALLCAP 250","08 Jul 2014","4383.29"
"NIFTY SMALLCAP 250","07 Jul 2014","4566.74"
"NIFTY SMALLCAP 250","04 Jul 2014","4558.15"
"NIFTY SMALLCAP 250","03 Jul 2014","4521.92"
"NIFTY SMALLCAP 250","02 Jul 2014","4542.27"
"NIFTY SMALLCAP 250","01 Jul 2014","4487.55"
"NIFTY SMALLCAP 250","30 Jun 2014","4449.87"
"NIFTY SMALLCAP 250","27 Jun 2014","4367.20"
"NIFTY SMALLCAP 250","26 Jun 2014","4354.31"
"NIFTY SMALLCAP 250","25 Jun 2014","4368.17"
"NIFTY SMALLCAP 250","24 Jun 2014","4352.66"
"NIFTY SMALLCAP 250","23 Jun 2014","4277.85"
"NIFTY SMALLCAP 250","20 Jun 2014","4258.05"
"NIFTY SMALLCAP 250","19 Jun 2014","4291.42"
"NIFTY SMALLCAP 250","18 Jun 2014","4304.24"
"NIFTY SMALLCAP 250","17 Jun 2014","4319.78"
"NIFTY SMALLCAP 250","16 Jun 2014","4232.69"
"NIFTY SMALLCAP 250","13 Jun 2014","4215.54"
"NIFTY SMALLCAP 250","12 Jun 2014","4344.42"
"NIFTY SMALLCAP 250","11 Jun 2014","4335.51"
"NIFTY SMALLCAP 250","10 Jun 2014","4369.57"
"NIFTY SMALLCAP 250","09 Jun 2014","4378.89"
"NIFTY SMALLCAP 250","06 Jun 2014","4278.82"
"NIFTY SMALLCAP 250","05 Jun 2014","4216.55"
"NIFTY SMALLCAP 250","04 Jun 2014","4161.16"
"NIFTY SMALLCAP 250","03 Jun 2014","4074.53"
"NIFTY SMALLCAP 250","02 Jun 2014","4022.58"
"NIFTY SMALLCAP 250","30 May 2014","3932.40"
"NIFTY SMALLCAP 250","29 May 2014","3918.21"
"NIFTY SMALLCAP 250","28 May 2014","3935.37"
"NIFTY SMALLCAP 250","27 May 2014","3894.71"
"NIFTY SMALLCAP 250","26 May 2014","3923.53"
"NIFTY SMALLCAP 250","23 May 2014","4023.55"
"NIFTY SMALLCAP 250","22 May 2014","3943.34"
"NIFTY SMALLCAP 250","21 May 2014","3829.10"
"NIFTY SMALLCAP 250","20 May 2014","3767.71"
"NIFTY SMALLCAP 250","19 May 2014","3664.64"
"NIFTY SMALLCAP 250","16 May 2014","3455.32"
"NIFTY SMALLCAP 250","15 May 2014","3403.81"
"NIFTY SMALLCAP 250","14 May 2014","3435.28"
"NIFTY SMALLCAP 250","13 May 2014","3403.46"
"NIFTY SMALLCAP 250","12 May 2014","3336.66"
"NIFTY SMALLCAP 250","09 May 2014","3314.89"
"NIFTY SMALLCAP 250","08 May 2014","3277.95"
"NIFTY SMALLCAP 250","07 May 2014","3258.21"
"NIFTY SMALLCAP 250","06 May 2014","3261.67"
"NIFTY SMALLCAP 250","05 May 2014","3246.51"
"NIFTY SMALLCAP 250","02 May 2014","3255.37"
"NIFTY SMALLCAP 250","30 Apr 2014","3236.72"
"NIFTY SMALLCAP 250","29 Apr 2014","3287.40"
"NIFTY SMALLCAP 250","28 Apr 2014","3293.26"
"NIFTY SMALLCAP 250","25 Apr 2014","3285.48"
"NIFTY SMALLCAP 250","23 Apr 2014","3294.93"
"NIFTY SMALLCAP 250","22 Apr 2014","3285.88"
"NIFTY SMALLCAP 250","21 Apr 2014","3283.63"
"NIFTY SMALLCAP 250","17 Apr 2014","3238.10"
"NIFTY SMALLCAP 250","16 Apr 2014","3188.83"
"NIFTY SMALLCAP 250","15 Apr 2014","3235.15"
"NIFTY SMALLCAP 250","11 Apr 2014","3248.17"
"NIFTY SMALLCAP 250","10 Apr 2014","3228.36"
"NIFTY SMALLCAP 250","09 Apr 2014","3205.97"
"NIFTY SMALLCAP 250","07 Apr 2014","3141.08"
"NIFTY SMALLCAP 250","04 Apr 2014","3138.13"
"NIFTY SMALLCAP 250","03 Apr 2014","3118.11"
"NIFTY SMALLCAP 250","02 Apr 2014","3127.04"
"NIFTY SMALLCAP 250","01 Apr 2014","3075.14"
"NIFTY SMALLCAP 250","31 Mar 2014","3068.39"
"NIFTY SMALLCAP 250","28 Mar 2014","3038.08"
"NIFTY SMALLCAP 250","27 Mar 2014","2994.02"
"NIFTY SMALLCAP 250","26 Mar 2014","2970.95"
"NIFTY SMALLCAP 250","25 Mar 2014","2964.37"
"NIFTY SMALLCAP 250","24 Mar 2014","2950.62"
"NIFTY SMALLCAP 250","22 Mar 2014","2950.02"
"NIFTY SMALLCAP 250","21 Mar 2014","2934.80"
"NIFTY SMALLCAP 250","20 Mar 2014","2904.49"
"NIFTY SMALLCAP 250","19 Mar 2014","2902.04"
"NIFTY SMALLCAP 250","18 Mar 2014","2888.54"
"NIFTY SMALLCAP 250","14 Mar 2014","2854.67"
"NIFTY SMALLCAP 250","13 Mar 2014","2863.49"
"NIFTY SMALLCAP 250","12 Mar 2014","2887.15"
"NIFTY SMALLCAP 250","11 Mar 2014","2887.84"
"NIFTY SMALLCAP 250","10 Mar 2014","2884.88"
"NIFTY SMALLCAP 250","07 Mar 2014","2876.05"
"NIFTY SMALLCAP 250","06 Mar 2014","2885.07"
"NIFTY SMALLCAP 250","05 Mar 2014","2845.18"
"NIFTY SMALLCAP 250","04 Mar 2014","2829.41"
"NIFTY SMALLCAP 250","03 Mar 2014","2790.85"
"NIFTY SMALLCAP 250","28 Feb 2014","2790.93"
"NIFTY SMALLCAP 250","26 Feb 2014","2779.03"
"NIFTY SMALLCAP 250","25 Feb 2014","2774.91"
"NIFTY SMALLCAP 250","24 Feb 2014","2765.45"
"NIFTY SMALLCAP 250","21 Feb 2014","2755.46"
"NIFTY SMALLCAP 250","20 Feb 2014","2732.19"
"NIFTY SMALLCAP 250","19 Feb 2014","2735.03"
"NIFTY SMALLCAP 250","18 Feb 2014","2712.24"
"NIFTY SMALLCAP 250","17 Feb 2014","2679.81"
"NIFTY SMALLCAP 250","14 Feb 2014","2682.39"
"NIFTY SMALLCAP 250","13 Feb 2014","2681.30"
"NIFTY SMALLCAP 250","12 Feb 2014","2709.54"
"NIFTY SMALLCAP 250","11 Feb 2014","2703.29"
"NIFTY SMALLCAP 250","10 Feb 2014","2692.92"
"NIFTY SMALLCAP 250","07 Feb 2014","2695.44"
"NIFTY SMALLCAP 250","06 Feb 2014","2682.66"
"NIFTY SMALLCAP 250","05 Feb 2014","2688.88"
"NIFTY SMALLCAP 250","04 Feb 2014","2668.60"
"NIFTY SMALLCAP 250","03 Feb 2014","2657.21"
"NIFTY SMALLCAP 250","31 Jan 2014","2672.65"
"NIFTY SMALLCAP 250","30 Jan 2014","2631.32"
"NIFTY SMALLCAP 250","29 Jan 2014","2668.72"
"NIFTY SMALLCAP 250","28 Jan 2014","2672.29"
"NIFTY SMALLCAP 250","27 Jan 2014","2661.97"
"NIFTY SMALLCAP 250","24 Jan 2014","2734.25"
"NIFTY SMALLCAP 250","23 Jan 2014","2785.37"
"NIFTY SMALLCAP 250","22 Jan 2014","2796.43"
"NIFTY SMALLCAP 250","21 Jan 2014","2785.17"
"NIFTY SMALLCAP 250","20 Jan 2014","2767.72"
"NIFTY SMALLCAP 250","17 Jan 2014","2742.89"
"NIFTY SMALLCAP 250","16 Jan 2014","2795.58"
"NIFTY SMALLCAP 250","15 Jan 2014","2805.78"
"NIFTY SMALLCAP 250","14 Jan 2014","2801.19"
"NIFTY SMALLCAP 250","13 Jan 2014","2804.08"
"NIFTY SMALLCAP 250","10 Jan 2014","2799.66"
"NIFTY SMALLCAP 250","09 Jan 2014","2819.44"
"NIFTY SMALLCAP 250","08 Jan 2014","2839.14"
"NIFTY SMALLCAP 250","07 Jan 2014","2826.43"
"NIFTY SMALLCAP 250","06 Jan 2014","2825.40"
"NIFTY SMALLCAP 250","03 Jan 2014","2796.39"
"NIFTY SMALLCAP 250","02 Jan 2014","2773.58"
"NIFTY SMALLCAP 250","01 Jan 2014","2836.80"
"NIFTY SMALLCAP 250","31 Dec 2013","2799.32"
"NIFTY SMALLCAP 250","30 Dec 2013","2784.94"
"NIFTY SMALLCAP 250","27 Dec 2013","2786.34"
"NIFTY SMALLCAP 250","26 Dec 2013","2783.20"
"NIFTY SMALLCAP 250","24 Dec 2013","2753.07"
"NIFTY SMALLCAP 250","23 Dec 2013","2731.40"
"NIFTY SMALLCAP 250","20 Dec 2013","2696.09"
"NIFTY SMALLCAP 250","19 Dec 2013","2648.17"
"NIFTY SMALLCAP 250","18 Dec 2013","2651.23"
"NIFTY SMALLCAP 250","17 Dec 2013","2615.51"
"NIFTY SMALLCAP 250","16 Dec 2013","2617.27"
"NIFTY SMALLCAP 250","13 Dec 2013","2608.07"
"NIFTY SMALLCAP 250","12 Dec 2013","2638.28"
"NIFTY SMALLCAP 250","11 Dec 2013","2643.12"
"NIFTY SMALLCAP 250","10 Dec 2013","2640.16"
"NIFTY SMALLCAP 250","09 Dec 2013","2660.11"
"NIFTY SMALLCAP 250","06 Dec 2013","2651.17"
"NIFTY SMALLCAP 250","05 Dec 2013","2643.69"
"NIFTY SMALLCAP 250","04 Dec 2013","2638.55"
"NIFTY SMALLCAP 250","03 Dec 2013","2644.78"
"NIFTY SMALLCAP 250","02 Dec 2013","2638.52"
"NIFTY SMALLCAP 250","29 Nov 2013","2609.08"
"NIFTY SMALLCAP 250","28 Nov 2013","2579.93"
"NIFTY SMALLCAP 250","27 Nov 2013","2553.82"
"NIFTY SMALLCAP 250","26 Nov 2013","2549.86"
"NIFTY SMALLCAP 250","25 Nov 2013","2567.72"
"NIFTY SMALLCAP 250","22 Nov 2013","2539.14"
"NIFTY SMALLCAP 250","21 Nov 2013","2533.20"
"NIFTY SMALLCAP 250","20 Nov 2013","2562.78"
"NIFTY SMALLCAP 250","19 Nov 2013","2555.83"
"NIFTY SMALLCAP 250","18 Nov 2013","2545.16"
"NIFTY SMALLCAP 250","14 Nov 2013","2518.29"
"NIFTY SMALLCAP 250","13 Nov 2013","2483.71"
"NIFTY SMALLCAP 250","12 Nov 2013","2497.74"
"NIFTY SMALLCAP 250","11 Nov 2013","2519.06"
"NIFTY SMALLCAP 250","08 Nov 2013","2550.65"
"NIFTY SMALLCAP 250","07 Nov 2013","2556.19"
"NIFTY SMALLCAP 250","06 Nov 2013","2588.10"
"NIFTY SMALLCAP 250","05 Nov 2013","2576.22"
"NIFTY SMALLCAP 250","03 Nov 2013","2558.46"
"NIFTY SMALLCAP 250","01 Nov 2013","2520.59"
"NIFTY SMALLCAP 250","31 Oct 2013","2491.52"
"NIFTY SMALLCAP 250","30 Oct 2013","2470.36"
"NIFTY SMALLCAP 250","29 Oct 2013","2456.09"
"NIFTY SMALLCAP 250","28 Oct 2013","2432.75"
"NIFTY SMALLCAP 250","25 Oct 2013","2445.27"
"NIFTY SMALLCAP 250","24 Oct 2013","2460.15"
"NIFTY SMALLCAP 250","23 Oct 2013","2457.32"
"NIFTY SMALLCAP 250","22 Oct 2013","2467.87"
"NIFTY SMALLCAP 250","21 Oct 2013","2441.02"
"NIFTY SMALLCAP 250","18 Oct 2013","2412.91"
"NIFTY SMALLCAP 250","17 Oct 2013","2395.47"
"NIFTY SMALLCAP 250","15 Oct 2013","2391.16"
"NIFTY SMALLCAP 250","14 Oct 2013","2423.46"
"NIFTY SMALLCAP 250","11 Oct 2013","2403.20"
"NIFTY SMALLCAP 250","10 Oct 2013","2389.31"
"NIFTY SMALLCAP 250","09 Oct 2013","2367.18"
"NIFTY SMALLCAP 250","08 Oct 2013","2343.93"
"NIFTY SMALLCAP 250","07 Oct 2013","2328.54"
"NIFTY SMALLCAP 250","04 Oct 2013","2316.18"
"NIFTY SMALLCAP 250","03 Oct 2013","2304.74"
"NIFTY SMALLCAP 250","01 Oct 2013","2278.20"
"NIFTY SMALLCAP 250","30 Sep 2013","2267.33"
"NIFTY SMALLCAP 250","27 Sep 2013","2279.18"
"NIFTY SMALLCAP 250","26 Sep 2013","2275.84"
"NIFTY SMALLCAP 250","25 Sep 2013","2268.93"
"NIFTY SMALLCAP 250","24 Sep 2013","2267.53"
"NIFTY SMALLCAP 250","23 Sep 2013","2267.62"
"NIFTY SMALLCAP 250","20 Sep 2013","2276.83"
"NIFTY SMALLCAP 250","19 Sep 2013","2308.50"
"NIFTY SMALLCAP 250","18 Sep 2013","2274.98"
"NIFTY SMALLCAP 250","17 Sep 2013","2270.77"
"NIFTY SMALLCAP 250","16 Sep 2013","2271.95"
"NIFTY SMALLCAP 250","13 Sep 2013","2291.94"
"NIFTY SMALLCAP 250","12 Sep 2013","2278.45"
"NIFTY SMALLCAP 250","11 Sep 2013","2283.92"
"NIFTY SMALLCAP 250","10 Sep 2013","2253.16"
"NIFTY SMALLCAP 250","06 Sep 2013","2228.33"
"NIFTY SMALLCAP 250","05 Sep 2013","2216.47"
"NIFTY SMALLCAP 250","04 Sep 2013","2177.16"
"NIFTY SMALLCAP 250","03 Sep 2013","2161.94"
"NIFTY SMALLCAP 250","02 Sep 2013","2190.14"
"NIFTY SMALLCAP 250","30 Aug 2013","2162.79"
"NIFTY SMALLCAP 250","29 Aug 2013","2159.04"
"NIFTY SMALLCAP 250","28 Aug 2013","2136.41"
"NIFTY SMALLCAP 250","27 Aug 2013","2159.02"
"NIFTY SMALLCAP 250","26 Aug 2013","2203.68"
"NIFTY SMALLCAP 250","23 Aug 2013","2194.93"
"NIFTY SMALLCAP 250","22 Aug 2013","2168.82"
"NIFTY SMALLCAP 250","21 Aug 2013","2155.46"
"NIFTY SMALLCAP 250","20 Aug 2013","2174.34"
"NIFTY SMALLCAP 250","19 Aug 2013","2170.70"
"NIFTY SMALLCAP 250","16 Aug 2013","2194.83"
"NIFTY SMALLCAP 250","14 Aug 2013","2256.13"
"NIFTY SMALLCAP 250","13 Aug 2013","2248.26"
"NIFTY SMALLCAP 250","12 Aug 2013","2220.67"
"NIFTY SMALLCAP 250","08 Aug 2013","2185.43"
"NIFTY SMALLCAP 250","07 Aug 2013","2158.10"
"NIFTY SMALLCAP 250","06 Aug 2013","2126.32"
"NIFTY SMALLCAP 250","05 Aug 2013","2174.89"
"NIFTY SMALLCAP 250","02 Aug 2013","2162.44"
"NIFTY SMALLCAP 250","01 Aug 2013","2185.58"
"NIFTY SMALLCAP 250","31 Jul 2013","2213.32"
"NIFTY SMALLCAP 250","30 Jul 2013","2241.11"
"NIFTY SMALLCAP 250","29 Jul 2013","2293.01"
"NIFTY SMALLCAP 250","26 Jul 2013","2325.30"
"NIFTY SMALLCAP 250","25 Jul 2013","2343.90"
"NIFTY SMALLCAP 250","24 Jul 2013","2363.78"
"NIFTY SMALLCAP 250","23 Jul 2013","2403.96"
"NIFTY SMALLCAP 250","22 Jul 2013","2402.22"
"NIFTY SMALLCAP 250","19 Jul 2013","2409.64"
"NIFTY SMALLCAP 250","18 Jul 2013","2422.16"
"NIFTY SMALLCAP 250","17 Jul 2013","2402.31"
"NIFTY SMALLCAP 250","16 Jul 2013","2411.98"
"NIFTY SMALLCAP 250","15 Jul 2013","2439.55"
"NIFTY SMALLCAP 250","12 Jul 2013","2422.69"
"NIFTY SMALLCAP 250","11 Jul 2013","2421.93"
"NIFTY SMALLCAP 250","10 Jul 2013","2400.14"
"NIFTY SMALLCAP 250","09 Jul 2013","2399.72"
"NIFTY SMALLCAP 250","08 Jul 2013","2378.85"
"NIFTY SMALLCAP 250","05 Jul 2013","2383.93"
"NIFTY SMALLCAP 250","04 Jul 2013","2377.92"
"NIFTY SMALLCAP 250","03 Jul 2013","2365.71"
"NIFTY SMALLCAP 250","02 Jul 2013","2415.60"
"NIFTY SMALLCAP 250","01 Jul 2013","2420.05"
"NIFTY SMALLCAP 250","28 Jun 2013","2375.10"
"NIFTY SMALLCAP 250","27 Jun 2013","2326.93"
"NIFTY SMALLCAP 250","26 Jun 2013","2318.47"
"NIFTY SMALLCAP 250","25 Jun 2013","2337.01"
"NIFTY SMALLCAP 250","24 Jun 2013","2349.10"
"NIFTY SMALLCAP 250","21 Jun 2013","2402.15"
"NIFTY SMALLCAP 250","20 Jun 2013","2430.74"
"NIFTY SMALLCAP 250","19 Jun 2013","2479.71"
"NIFTY SMALLCAP 250","18 Jun 2013","2464.78"
"NIFTY SMALLCAP 250","17 Jun 2013","2461.60"
"NIFTY SMALLCAP 250","14 Jun 2013","2456.37"
"NIFTY SMALLCAP 250","13 Jun 2013","2429.03"
"NIFTY SMALLCAP 250","12 Jun 2013","2468.14"
"NIFTY SMALLCAP 250","11 Jun 2013","2484.79"
"NIFTY SMALLCAP 250","10 Jun 2013","2534.42"
"NIFTY SMALLCAP 250","07 Jun 2013","2558.78"
"NIFTY SMALLCAP 250","06 Jun 2013","2568.23"
"NIFTY SMALLCAP 250","05 Jun 2013","2559.11"
"NIFTY SMALLCAP 250","04 Jun 2013","2554.70"
"NIFTY SMALLCAP 250","03 Jun 2013","2547.67"
"NIFTY SMALLCAP 250","31 May 2013","2545.87"
"NIFTY SMALLCAP 250","30 May 2013","2593.63"
"NIFTY SMALLCAP 250","29 May 2013","2599.37"
"NIFTY SMALLCAP 250","28 May 2013","2613.16"
"NIFTY SMALLCAP 250","27 May 2013","2602.69"
"NIFTY SMALLCAP 250","24 May 2013","2574.56"
"NIFTY SMALLCAP 250","23 May 2013","2562.36"
"NIFTY SMALLCAP 250","22 May 2013","2619.33"
"NIFTY SMALLCAP 250","21 May 2013","2646.32"
"NIFTY SMALLCAP 250","20 May 2013","2667.73"
"NIFTY SMALLCAP 250","17 May 2013","2675.66"
"NIFTY SMALLCAP 250","16 May 2013","2666.89"
"NIFTY SMALLCAP 250","15 May 2013","2661.15"
"NIFTY SMALLCAP 250","14 May 2013","2620.49"
"NIFTY SMALLCAP 250","13 May 2013","2625.86"
"NIFTY SMALLCAP 250","11 May 2013","2666.05"
"NIFTY SMALLCAP 250","10 May 2013","2659.85"
"NIFTY SMALLCAP 250","09 May 2013","2660.02"
"NIFTY SMALLCAP 250","08 May 2013","2671.81"
"NIFTY SMALLCAP 250","07 May 2013","2650.70"
"NIFTY SMALLCAP 250","06 May 2013","2631.79"
"NIFTY SMALLCAP 250","03 May 2013","2598.30"
"NIFTY SMALLCAP 250","02 May 2013","2607.67"
"NIFTY SMALLCAP 250","30 Apr 2013","2593.27"
"NIFTY SMALLCAP 250","29 Apr 2013","2587.93"
"NIFTY SMALLCAP 250","26 Apr 2013","2573.94"
"NIFTY SMALLCAP 250","25 Apr 2013","2595.81"
"NIFTY SMALLCAP 250","23 Apr 2013","2594.69"
"NIFTY SMALLCAP 250","22 Apr 2013","2591.34"
"NIFTY SMALLCAP 250","18 Apr 2013","2565.94"
"NIFTY SMALLCAP 250","17 Apr 2013","2547.20"
"NIFTY SMALLCAP 250","16 Apr 2013","2541.55"
"NIFTY SMALLCAP 250","15 Apr 2013","2521.79"
"NIFTY SMALLCAP 250","12 Apr 2013","2508.47"
"NIFTY SMALLCAP 250","11 Apr 2013","2514.81"
"NIFTY SMALLCAP 250","10 Apr 2013","2503.54"
"NIFTY SMALLCAP 250","09 Apr 2013","2492.55"
"NIFTY SMALLCAP 250","08 Apr 2013","2516.90"
"NIFTY SMALLCAP 250","05 Apr 2013","2515.26"
"NIFTY SMALLCAP 250","04 Apr 2013","2520.92"
"NIFTY SMALLCAP 250","03 Apr 2013","2576.92"
"NIFTY SMALLCAP 250","02 Apr 2013","2592.48"
"NIFTY SMALLCAP 250","01 Apr 2013","2543.15"
"NIFTY SMALLCAP 250","28 Mar 2013","2496.73"
"NIFTY SMALLCAP 250","26 Mar 2013","2461.19"
"NIFTY SMALLCAP 250","25 Mar 2013","2454.02"
"NIFTY SMALLCAP 250","22 Mar 2013","2460.96"
"NIFTY SMALLCAP 250","21 Mar 2013","2474.35"
"NIFTY SMALLCAP 250","20 Mar 2013","2506.52"
"NIFTY SMALLCAP 250","19 Mar 2013","2558.49"
"NIFTY SMALLCAP 250","18 Mar 2013","2599.57"
"NIFTY SMALLCAP 250","15 Mar 2013","2609.81"
"NIFTY SMALLCAP 250","14 Mar 2013","2633.54"
"NIFTY SMALLCAP 250","13 Mar 2013","2632.59"
"NIFTY SMALLCAP 250","12 Mar 2013","2665.05"
"NIFTY SMALLCAP 250","11 Mar 2013","2677.16"
"NIFTY SMALLCAP 250","08 Mar 2013","2666.01"
"NIFTY SMALLCAP 250","07 Mar 2013","2642.20"
"NIFTY SMALLCAP 250","06 Mar 2013","2629.20"
"NIFTY SMALLCAP 250","05 Mar 2013","2591.92"
"NIFTY SMALLCAP 250","04 Mar 2013","2551.92"
"NIFTY SMALLCAP 250","01 Mar 2013","2597.42"
"NIFTY SMALLCAP 250","28 Feb 2013","2599.26"
"NIFTY SMALLCAP 250","27 Feb 2013","2655.92"
"NIFTY SMALLCAP 250","26 Feb 2013","2639.95"
"NIFTY SMALLCAP 250","25 Feb 2013","2696.34"
"NIFTY SMALLCAP 250","22 Feb 2013","2726.10"
"NIFTY SMALLCAP 250","21 Feb 2013","2724.17"
"NIFTY SMALLCAP 250","20 Feb 2013","2768.30"
"NIFTY SMALLCAP 250","19 Feb 2013","2761.87"
"NIFTY SMALLCAP 250","18 Feb 2013","2731.12"
"NIFTY SMALLCAP 250","15 Feb 2013","2717.22"
"NIFTY SMALLCAP 250","14 Feb 2013","2728.60"
"NIFTY SMALLCAP 250","13 Feb 2013","2771.24"
"NIFTY SMALLCAP 250","12 Feb 2013","2781.03"
"NIFTY SMALLCAP 250","11 Feb 2013","2793.37"
"NIFTY SMALLCAP 250","08 Feb 2013","2795.99"
"NIFTY SMALLCAP 250","07 Feb 2013","2823.77"
"NIFTY SMALLCAP 250","06 Feb 2013","2858.28"
"NIFTY SMALLCAP 250","05 Feb 2013","2854.35"
"NIFTY SMALLCAP 250","04 Feb 2013","2872.30"
"NIFTY SMALLCAP 250","01 Feb 2013","2902.74"
"NIFTY SMALLCAP 250","31 Jan 2013","2907.92"
"NIFTY SMALLCAP 250","30 Jan 2013","2902.86"
"NIFTY SMALLCAP 250","29 Jan 2013","2903.57"
"NIFTY SMALLCAP 250","28 Jan 2013","2926.14"
"NIFTY SMALLCAP 250","25 Jan 2013","2921.67"
"NIFTY SMALLCAP 250","24 Jan 2013","2883.87"
"NIFTY SMALLCAP 250","23 Jan 2013","2957.76"
"NIFTY SMALLCAP 250","22 Jan 2013","2990.97"
"NIFTY SMALLCAP 250","21 Jan 2013","3020.97"
"NIFTY SMALLCAP 250","18 Jan 2013","3019.41"
"NIFTY SMALLCAP 250","17 Jan 2013","3023.03"
"NIFTY SMALLCAP 250","16 Jan 2013","3022.71"
"NIFTY SMALLCAP 250","15 Jan 2013","3066.56"
"NIFTY SMALLCAP 250","14 Jan 2013","3061.01"
"NIFTY SMALLCAP 250","11 Jan 2013","3032.94"
"NIFTY SMALLCAP 250","10 Jan 2013","3075.81"
"NIFTY SMALLCAP 250","09 Jan 2013","3085.63"
"NIFTY SMALLCAP 250","08 Jan 2013","3095.50"
"NIFTY SMALLCAP 250","07 Jan 2013","3103.23"
"NIFTY SMALLCAP 250","04 Jan 2013","3093.27"
"NIFTY SMALLCAP 250","03 Jan 2013","3078.37"
"NIFTY SMALLCAP 250","02 Jan 2013","3055.65"
"NIFTY SMALLCAP 250","01 Jan 2013","3031.00"
"NIFTY SMALLCAP 250","31 Dec 2012","2992.09"
"NIFTY SMALLCAP 250","28 Dec 2012","2977.79"
"NIFTY SMALLCAP 250","27 Dec 2012","2968.01"
"NIFTY SMALLCAP 250","26 Dec 2012","2985.43"
"NIFTY SMALLCAP 250","24 Dec 2012","2967.36"
"NIFTY SMALLCAP 250","21 Dec 2012","2953.82"
"NIFTY SMALLCAP 250","20 Dec 2012","3003.43"
"NIFTY SMALLCAP 250","19 Dec 2012","3014.05"
"NIFTY SMALLCAP 250","18 Dec 2012","2999.33"
"NIFTY SMALLCAP 250","17 Dec 2012","2975.22"
"NIFTY SMALLCAP 250","14 Dec 2012","2953.69"
"NIFTY SMALLCAP 250","13 Dec 2012","2942.96"
"NIFTY SMALLCAP 250","12 Dec 2012","2985.46"
"NIFTY SMALLCAP 250","11 Dec 2012","2979.88"
"NIFTY SMALLCAP 250","10 Dec 2012","3013.89"
"NIFTY SMALLCAP 250","07 Dec 2012","2995.02"
"NIFTY SMALLCAP 250","06 Dec 2012","2994.33"
"NIFTY SMALLCAP 250","05 Dec 2012","2971.80"
"NIFTY SMALLCAP 250","04 Dec 2012","2959.55"
"NIFTY SMALLCAP 250","03 Dec 2012","2958.45"
"NIFTY SMALLCAP 250","30 Nov 2012","2920.88"
"NIFTY SMALLCAP 250","29 Nov 2012","2883.42"
"NIFTY SMALLCAP 250","27 Nov 2012","2857.34"
"NIFTY SMALLCAP 250","26 Nov 2012","2827.23"
"NIFTY SMALLCAP 250","23 Nov 2012","2804.12"
"NIFTY SMALLCAP 250","22 Nov 2012","2794.75"
"NIFTY SMALLCAP 250","21 Nov 2012","2786.05"
